Date,State,City,Amount,Profit,Quantity,Category,Sub-Category,Region,Month,Year
2018-06-23,Tamil Nadu,Chennai,516.0,-392.0,8,Furniture,Chairs,South,June,2018
2018-06-23,Tamil Nadu,Chennai,7.0,-2.0,1,Clothing,Hankerchief,South,June,2018
2018-06-23,Tamil Nadu,Chennai,65.0,-16.0,2,Electronics,Phones,South,June,2018
2018-06-24,Uttar Pradesh,Lucknow,20.0,-22.0,1,Furniture,Furnishings,North,June,2018
2018-06-24,Uttar Pradesh,Lucknow,49.0,-31.0,2,Clothing,Stole,North,June,2018
2018-06-24,Uttar Pradesh,Lucknow,34.0,-13.0,5,Clothing,Leggings,North,June,2018
2018-06-24,Uttar Pradesh,Lucknow,21.0,-5.0,1,Electronics,Accessories,North,June,2018
2018-06-25,Maharashtra,Mumbai,129.0,-75.0,5,Clothing,Shirt,West,June,2018
2018-06-25,Maharashtra,Mumbai,44.0,-32.0,3,Clothing,Stole,West,June,2018
2018-06-25,Maharashtra,Mumbai,7.0,-3.0,2,Clothing,Hankerchief,West,June,2018
2018-06-26,Madhya Pradesh,Indore,10.0,-8.0,2,Clothing,Skirt,Central,June,2018
2018-06-26,Madhya Pradesh,Indore,33.0,-29.0,3,Clothing,Shirt,Central,June,2018
2018-06-26,Madhya Pradesh,Indore,98.0,-45.0,2,Furniture,Chairs,Central,June,2018
2018-06-26,Madhya Pradesh,Indore,33.0,-12.0,5,Clothing,Hankerchief,Central,June,2018
2018-06-27,Maharashtra,Mumbai,75.0,0.0,3,Clothing,Shirt,West,June,2018
2018-06-27,Maharashtra,Mumbai,424.0,-17.0,9,Furniture,Chairs,West,June,2018
2018-06-27,Maharashtra,Mumbai,31.0,-3.0,4,Clothing,Saree,West,June,2018
2018-06-27,Maharashtra,Mumbai,941.0,-203.0,3,Furniture,Tables,West,June,2018
2018-06-27,Maharashtra,Mumbai,306.0,-147.0,3,Clothing,Saree,West,June,2018
2018-06-28,Madhya Pradesh,Indore,42.0,-23.0,2,Furniture,Furnishings,Central,June,2018
2018-06-28,Madhya Pradesh,Indore,17.0,-3.0,2,Clothing,Stole,Central,June,2018
2018-06-28,Madhya Pradesh,Indore,32.0,-5.0,5,Clothing,Hankerchief,Central,June,2018
2018-06-28,Madhya Pradesh,Indore,231.0,-190.0,9,Clothing,Hankerchief,Central,June,2018
2018-06-28,Madhya Pradesh,Indore,22.0,-15.0,4,Clothing,Kurti,Central,June,2018
2018-06-28,Madhya Pradesh,Indore,97.0,-45.0,4,Clothing,Saree,Central,June,2018
2018-06-28,Madhya Pradesh,Indore,47.0,-27.0,4,Clothing,Saree,Central,June,2018
2018-06-28,Madhya Pradesh,Indore,186.0,-141.0,9,Clothing,Shirt,Central,June,2018
2018-06-29,Maharashtra,Mumbai,126.0,-63.0,3,Electronics,Accessories,West,June,2018
2018-06-29,Maharashtra,Mumbai,102.0,0.0,3,Electronics,Phones,West,June,2018
2018-06-30,Madhya Pradesh,Indore,46.0,0.0,2,Electronics,Electronic Games,Central,June,2018
2018-01-07,Goa,Goa,31.0,-11.0,4,Clothing,Stole,West,January,2018
2018-01-07,Maharashtra,Mumbai,8.0,-6.0,1,Clothing,Stole,West,January,2018
2018-01-07,Madhya Pradesh,Indore,191.0,13.0,8,Furniture,Furnishings,Central,January,2018
2018-01-07,Madhya Pradesh,Indore,709.0,-100.0,5,Electronics,Phones,Central,January,2018
2018-01-07,Madhya Pradesh,Indore,81.0,-51.0,7,Clothing,Stole,Central,January,2018
2018-01-07,Madhya Pradesh,Indore,32.0,-8.0,2,Clothing,Stole,Central,January,2018
2018-01-07,Madhya Pradesh,Indore,33.0,-12.0,7,Clothing,Saree,Central,January,2018
2018-01-07,Madhya Pradesh,Indore,41.0,-6.0,1,Furniture,Chairs,Central,January,2018
2018-05-07,Maharashtra,Pune,216.0,-38.0,6,Furniture,Furnishings,West,May,2018
2018-05-07,Maharashtra,Pune,616.0,-69.0,7,Furniture,Furnishings,West,May,2018
2018-05-07,Maharashtra,Pune,10.0,-1.0,1,Clothing,Leggings,West,May,2018
2018-05-07,Maharashtra,Pune,25.0,0.0,4,Clothing,Skirt,West,May,2018
2018-05-07,Maharashtra,Pune,53.0,-18.0,4,Clothing,T-shirt,West,May,2018
2018-05-07,Maharashtra,Pune,13.0,-8.0,1,Clothing,T-shirt,West,May,2018
2018-06-07,Madhya Pradesh,Bhopal,100.0,-58.0,4,Clothing,Hankerchief,Central,June,2018
2018-07-07,Rajasthan,Jaipur,193.0,-275.0,3,Electronics,Phones,West,July,2018
2018-08-07,West Bengal,Kolkata,158.0,-63.0,4,Furniture,Chairs,East,August,2018
2018-09-07,Karnataka,Bangalore,11.0,-5.0,2,Clothing,Hankerchief,South,September,2018
2018-09-07,Karnataka,Bangalore,340.0,20.0,7,Clothing,Shirt,South,September,2018
2018-10-07,Jammu and Kashmir,Kashmir,416.0,137.0,3,Electronics,Phones,North,october,2018
2018-11-07,Tamil Nadu,Chennai,58.0,0.0,4,Clothing,Saree,South,November,2018
2018-12-07,Uttar Pradesh,Lucknow,561.0,212.0,3,Clothing,Saree,North,December,2018
2018-12-07,Uttar Pradesh,Lucknow,138.0,-3.0,5,Clothing,Saree,North,December,2018
2018-12-07,Uttar Pradesh,Lucknow,90.0,17.0,3,Clothing,Shirt,North,December,2018
2018-12-07,Uttar Pradesh,Lucknow,55.0,-33.0,2,Furniture,Chairs,North,December,2018
2018-12-07,Maharashtra,Mumbai,371.0,115.0,1,Furniture,Bookcases,West,December,2018
2018-12-07,Maharashtra,Mumbai,460.0,31.0,3,Furniture,Bookcases,West,December,2018
2018-12-07,Madhya Pradesh,Indore,29.0,10.0,2,Clothing,Stole,Central,December,2018
2018-07-15,Punjab,Chandigarh,30.0,-35.0,1,Furniture,Chairs,North,July,2018
2018-07-16,Haryana,Chandigarh,29.0,-18.0,7,Clothing,Skirt,North,July,2018
2018-07-16,Haryana,Chandigarh,191.0,51.0,5,Clothing,Shirt,North,July,2018
2018-07-16,Haryana,Chandigarh,149.0,-40.0,2,Electronics,Phones,North,July,2018
2018-07-17,Himachal Pradesh,Simla,48.0,-8.0,8,Clothing,Stole,North,July,2018
2018-07-18,Maharashtra,Mumbai,26.0,-24.0,1,Clothing,Stole,West,July,2018
2018-07-18,Maharashtra,Mumbai,16.0,-12.0,2,Clothing,Stole,West,July,2018
2018-07-18,Maharashtra,Mumbai,12.0,-7.0,2,Clothing,Leggings,West,July,2018
2018-07-18,Maharashtra,Mumbai,76.0,-54.0,3,Electronics,Electronic Games,West,July,2018
2018-07-19,Madhya Pradesh,Indore,168.0,-51.0,2,Furniture,Bookcases,Central,July,2018
2018-07-20,Nagaland,Kohima,23.0,-5.0,7,Clothing,Hankerchief,East,July,2018
2018-07-20,Nagaland,Kohima,26.0,-5.0,2,Clothing,Stole,East,July,2018
2018-07-20,Nagaland,Kohima,144.0,-7.0,4,Electronics,Electronic Games,East,July,2018
2018-07-21,Maharashtra,Mumbai,490.0,-128.0,8,Furniture,Bookcases,West,July,2018
2018-07-22,Madhya Pradesh,Indore,57.0,-48.0,6,Clothing,Leggings,Central,July,2018
2018-07-22,Madhya Pradesh,Indore,327.0,114.0,4,Clothing,Trousers,Central,July,2018
2018-07-22,Maharashtra,Pune,1055.0,264.0,4,Electronics,Printers,West,July,2018
2018-07-22,Maharashtra,Pune,771.0,-424.0,2,Electronics,Phones,West,July,2018
2018-07-22,Maharashtra,Pune,322.0,-113.0,4,Clothing,Saree,West,July,2018
2018-07-22,Madhya Pradesh,Bhopal,1549.0,-439.0,4,Electronics,Phones,Central,July,2018
2018-07-22,Rajasthan,Jaipur,1145.0,-706.0,3,Electronics,Phones,West,July,2018
2018-07-22,Rajasthan,Jaipur,473.0,42.0,4,Furniture,Chairs,West,July,2018
2018-07-22,Rajasthan,Jaipur,96.0,22.0,5,Clothing,Stole,West,July,2018
2018-07-22,Rajasthan,Jaipur,18.0,8.0,2,Clothing,Hankerchief,West,July,2018
2018-07-22,Rajasthan,Jaipur,187.0,30.0,4,Electronics,Accessories,West,July,2018
2018-07-22,Rajasthan,Jaipur,83.0,-81.0,3,Furniture,Chairs,West,July,2018
2018-07-26,West Bengal,Kolkata,131.0,-154.0,8,Furniture,Furnishings,East,July,2018
2018-07-27,Karnataka,Bangalore,16.0,-5.0,2,Clothing,Stole,South,July,2018
2018-07-28,Maharashtra,Mumbai,43.0,-43.0,7,Clothing,Stole,West,July,2018
2018-07-28,Maharashtra,Mumbai,30.0,-10.0,2,Clothing,Stole,West,July,2018
2018-07-28,Maharashtra,Mumbai,23.0,-6.0,4,Clothing,Hankerchief,West,July,2018
2018-07-29,Madhya Pradesh,Indore,108.0,-19.0,3,Electronics,Electronic Games,Central,July,2018
2018-07-30,Uttar Pradesh,Lucknow,12.0,-2.0,3,Clothing,Hankerchief,North,July,2018
2018-07-30,Uttar Pradesh,Lucknow,7.0,-1.0,2,Clothing,Skirt,North,July,2018
2018-07-30,Uttar Pradesh,Lucknow,15.0,-7.0,1,Clothing,Hankerchief,North,July,2018
2018-07-31,Maharashtra,Mumbai,31.0,-7.0,5,Clothing,Skirt,West,July,2018
2018-01-08,Madhya Pradesh,Indore,187.0,-15.0,3,Clothing,Trousers,Central,January,2018
2018-02-08,Punjab,Chandigarh,70.0,-14.0,2,Furniture,Furnishings,North,February,2018
2018-02-08,Punjab,Chandigarh,72.0,-6.0,3,Clothing,Saree,North,February,2018
2018-02-08,Punjab,Chandigarh,1069.0,0.0,6,Clothing,Saree,North,February,2018
2018-02-08,Punjab,Chandigarh,148.0,-91.0,2,Electronics,Phones,North,February,2018
2018-03-08,Haryana,Chandigarh,133.0,-56.0,2,Furniture,Chairs,North,March,2018
2018-03-08,Maharashtra,Mumbai,40.0,-37.0,3,Clothing,Stole,West,March,2018
2018-03-08,Maharashtra,Mumbai,7.0,0.0,2,Clothing,Skirt,West,March,2018
2018-03-08,Maharashtra,Mumbai,58.0,-8.0,2,Clothing,Saree,West,March,2018
2018-03-08,Madhya Pradesh,Indore,482.0,-6.0,7,Electronics,Electronic Games,Central,March,2018
2018-03-08,Goa,Goa,11.0,-8.0,2,Clothing,Skirt,West,March,2018
2018-07-08,Nagaland,Kohima,143.0,-124.0,5,Clothing,Saree,East,July,2018
2018-07-08,Nagaland,Kohima,9.0,-5.0,1,Clothing,Saree,East,July,2018
2018-07-08,Nagaland,Kohima,503.0,-56.0,2,Clothing,Trousers,East,July,2018
2018-07-08,Nagaland,Kohima,74.0,-51.0,3,Clothing,Stole,East,July,2018
2018-07-08,Nagaland,Kohima,56.0,0.0,4,Clothing,Hankerchief,East,July,2018
2018-08-08,Andhra Pradesh,Hyderabad,373.0,-254.0,6,Electronics,Printers,South,August,2018
2018-09-08,Gujarat,Ahmedabad,44.0,-8.0,3,Clothing,Stole,West,September,2018
2018-09-08,Gujarat,Ahmedabad,296.0,-225.0,11,Clothing,Saree,West,September,2018
2018-09-08,Gujarat,Ahmedabad,670.0,15.0,5,Furniture,Bookcases,West,September,2018
2018-09-08,Gujarat,Ahmedabad,132.0,-79.0,5,Furniture,Furnishings,West,September,2018
2018-10-08,Maharashtra,Pune,87.0,16.0,2,Clothing,Saree,West,october,2018
2018-11-08,Madhya Pradesh,Bhopal,877.0,395.0,2,Furniture,Bookcases,Central,November,2018
2018-12-08,Rajasthan,Jaipur,141.0,10.0,4,Clothing,Shirt,West,December,2018
2018-12-08,Rajasthan,Jaipur,224.0,58.0,3,Electronics,Phones,West,December,2018
2018-12-08,Rajasthan,Jaipur,8.0,-1.0,2,Clothing,Leggings,West,December,2018
2018-12-08,Rajasthan,Jaipur,47.0,-21.0,2,Electronics,Electronic Games,West,December,2018
2018-08-13,Maharashtra,Mumbai,1052.0,-82.0,3,Furniture,Bookcases,West,August,2018
2018-08-14,Madhya Pradesh,Indore,212.0,-24.0,2,Furniture,Chairs,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,42.0,-15.0,12,Clothing,Skirt,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,208.0,-25.0,2,Clothing,Saree,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,22.0,-12.0,3,Clothing,Stole,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,539.0,-146.0,7,Furniture,Furnishings,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,78.0,-6.0,2,Furniture,Furnishings,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,20.0,-18.0,2,Clothing,Saree,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,19.0,-1.0,1,Clothing,Shirt,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,73.0,-31.0,1,Furniture,Bookcases,Central,August,2018
2018-08-14,Maharashtra,Mumbai,10.0,-8.0,1,Clothing,Kurti,West,August,2018
2018-08-14,Maharashtra,Mumbai,14.0,-3.0,2,Clothing,Leggings,West,August,2018
2018-08-14,Maharashtra,Mumbai,68.0,-56.0,2,Electronics,Phones,West,August,2018
2018-08-14,Maharashtra,Mumbai,106.0,0.0,2,Electronics,Phones,West,August,2018
2018-08-14,Maharashtra,Mumbai,43.0,-5.0,2,Clothing,Saree,West,August,2018
2018-08-14,Maharashtra,Mumbai,43.0,21.0,3,Clothing,Shirt,West,August,2018
2018-08-14,Maharashtra,Mumbai,534.0,5.0,2,Electronics,Electronic Games,West,August,2018
2018-08-14,Maharashtra,Mumbai,32.0,7.0,3,Clothing,Hankerchief,West,August,2018
2018-08-14,Maharashtra,Mumbai,65.0,-4.0,6,Clothing,Hankerchief,West,August,2018
2018-08-14,Maharashtra,Mumbai,221.0,-15.0,2,Electronics,Electronic Games,West,August,2018
2018-08-14,Madhya Pradesh,Indore,1361.0,197.0,9,Furniture,Bookcases,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,761.0,266.0,9,Electronics,Electronic Games,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,76.0,27.0,5,Clothing,Stole,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,91.0,15.0,6,Clothing,T-shirt,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,8.0,-2.0,2,Clothing,Hankerchief,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,735.0,-235.0,6,Electronics,Printers,Central,August,2018
2018-08-14,Madhya Pradesh,Indore,33.0,-27.0,1,Furniture,Chairs,Central,August,2018
2018-08-17,Uttar Pradesh,Lucknow,62.0,-56.0,5,Clothing,Kurti,North,August,2018
2018-08-17,Uttar Pradesh,Lucknow,27.0,-20.0,2,Clothing,Hankerchief,North,August,2018
2018-08-17,Uttar Pradesh,Lucknow,65.0,-52.0,3,Electronics,Accessories,North,August,2018
2018-08-17,Uttar Pradesh,Lucknow,47.0,-114.0,5,Furniture,Furnishings,North,August,2018
2018-08-17,Uttar Pradesh,Lucknow,341.0,-85.0,6,Clothing,Trousers,North,August,2018
2018-08-17,Uttar Pradesh,Lucknow,107.0,31.0,5,Clothing,T-shirt,North,August,2018
2018-08-17,Uttar Pradesh,Lucknow,154.0,22.0,7,Clothing,T-shirt,North,August,2018
2018-08-17,Uttar Pradesh,Lucknow,620.0,82.0,6,Electronics,Accessories,North,August,2018
2018-08-17,Uttar Pradesh,Lucknow,77.0,-43.0,8,Clothing,Stole,North,August,2018
2018-08-18,Bihar,Patna,72.0,-46.0,7,Clothing,Kurti,East,August,2018
2018-08-18,Bihar,Patna,41.0,-14.0,5,Clothing,Leggings,East,August,2018
2018-08-18,Bihar,Patna,30.0,-23.0,2,Clothing,Saree,East,August,2018
2018-08-18,Bihar,Patna,93.0,-65.0,4,Clothing,Stole,East,August,2018
2018-08-18,Bihar,Patna,19.0,0.0,3,Clothing,Skirt,East,August,2018
2018-08-18,Bihar,Patna,9.0,-1.0,3,Clothing,Skirt,East,August,2018
2018-08-18,Bihar,Patna,319.0,-312.0,5,Clothing,Saree,East,August,2018
2018-08-18,Bihar,Patna,262.0,-215.0,2,Electronics,Printers,East,August,2018
2018-08-19,Kerala,Thiruvananthapuram,37.0,-53.0,3,Clothing,Saree,South,August,2018
2018-08-19,Kerala,Thiruvananthapuram,257.0,-3.0,2,Furniture,Bookcases,South,August,2018
2018-08-19,Kerala,Thiruvananthapuram,80.0,-19.0,5,Clothing,Stole,South,August,2018
2018-08-19,Kerala,Thiruvananthapuram,321.0,-315.0,5,Clothing,Saree,South,August,2018
2018-08-19,Kerala,Thiruvananthapuram,47.0,-3.0,2,Clothing,Stole,South,August,2018
2018-08-19,Kerala,Thiruvananthapuram,593.0,213.0,4,Furniture,Bookcases,South,August,2018
2018-08-19,Kerala,Thiruvananthapuram,134.0,-34.0,2,Furniture,Chairs,South,August,2018
2018-08-19,Kerala,Thiruvananthapuram,1709.0,564.0,3,Clothing,Trousers,South,August,2018
2018-08-19,Kerala,Thiruvananthapuram,27.0,4.0,2,Clothing,Saree,South,August,2018
2018-08-20,Maharashtra,Mumbai,465.0,-33.0,4,Electronics,Phones,West,August,2018
2018-08-20,Maharashtra,Mumbai,643.0,-45.0,2,Electronics,Printers,West,August,2018
2018-08-20,Maharashtra,Mumbai,204.0,-276.0,3,Furniture,Bookcases,West,August,2018
2018-08-20,Maharashtra,Mumbai,729.0,-492.0,5,Furniture,Bookcases,West,August,2018
2018-08-20,Maharashtra,Mumbai,29.0,-24.0,4,Clothing,Leggings,West,August,2018
2018-08-21,Madhya Pradesh,Indore,17.0,-13.0,4,Clothing,Skirt,Central,August,2018
2018-08-21,Madhya Pradesh,Indore,34.0,-11.0,5,Clothing,T-shirt,Central,August,2018
2018-08-21,Madhya Pradesh,Indore,98.0,9.0,2,Furniture,Furnishings,Central,August,2018
2018-08-21,Madhya Pradesh,Indore,3151.0,-35.0,7,Clothing,Trousers,Central,August,2018
2018-08-21,Madhya Pradesh,Indore,53.0,15.0,2,Clothing,Stole,Central,August,2018
2018-08-21,Madhya Pradesh,Indore,165.0,30.0,3,Clothing,Stole,Central,August,2018
2018-08-21,Madhya Pradesh,Indore,211.0,19.0,8,Clothing,Stole,Central,August,2018
2018-08-21,Madhya Pradesh,Indore,106.0,15.0,7,Clothing,Hankerchief,Central,August,2018
2018-08-21,Madhya Pradesh,Indore,14.0,5.0,1,Clothing,Hankerchief,Central,August,2018
2018-08-21,Madhya Pradesh,Indore,17.0,7.0,3,Clothing,Hankerchief,Central,August,2018
2018-08-21,Madhya Pradesh,Indore,46.0,14.0,5,Clothing,Skirt,Central,August,2018
2018-08-22,Himachal Pradesh,Simla,8.0,-2.0,1,Clothing,Stole,North,August,2018
2018-08-23,Sikkim,Gangtok,20.0,-9.0,6,Clothing,Hankerchief,East,August,2018
2018-08-24,Goa,Goa,322.0,-193.0,5,Electronics,Printers,West,August,2018
2018-08-25,Maharashtra,Mumbai,2188.0,1050.0,5,Furniture,Bookcases,West,August,2018
2018-08-25,Maharashtra,Mumbai,328.0,-15.0,3,Electronics,Electronic Games,West,August,2018
2018-08-25,Maharashtra,Mumbai,418.0,70.0,7,Electronics,Phones,West,August,2018
2018-08-25,Maharashtra,Mumbai,40.0,0.0,3,Clothing,Saree,West,August,2018
2018-08-25,Maharashtra,Mumbai,102.0,-90.0,1,Clothing,Saree,West,August,2018
2018-08-25,Maharashtra,Mumbai,263.0,-31.0,9,Electronics,Electronic Games,West,August,2018
2018-08-26,Madhya Pradesh,Indore,1316.0,-527.0,7,Electronics,Electronic Games,Central,August,2018
2018-08-26,Madhya Pradesh,Indore,27.0,4.0,3,Clothing,Skirt,Central,August,2018
2018-08-26,Madhya Pradesh,Indore,98.0,-5.0,2,Clothing,Saree,Central,August,2018
2018-08-27,Gujarat,Ahmedabad,58.0,-52.0,3,Furniture,Chairs,West,August,2018
2018-08-28,Maharashtra,Pune,119.0,43.0,5,Clothing,T-shirt,West,August,2018
2018-08-28,Maharashtra,Pune,765.0,-153.0,2,Electronics,Phones,West,August,2018
2018-08-28,Maharashtra,Pune,26.0,0.0,2,Clothing,Kurti,West,August,2018
2018-08-28,Maharashtra,Pune,24.0,-24.0,2,Clothing,Saree,West,August,2018
2018-08-29,Madhya Pradesh,Bhopal,139.0,14.0,3,Clothing,Stole,Central,August,2018
2018-08-30,Rajasthan,Jaipur,220.0,-19.0,2,Clothing,Saree,West,August,2018
2018-08-31,West Bengal,Kolkata,299.0,-28.0,3,Electronics,Electronic Games,East,August,2018
2018-08-31,West Bengal,Kolkata,9.0,-9.0,2,Clothing,Kurti,East,August,2018
2018-08-31,West Bengal,Kolkata,74.0,-59.0,2,Electronics,Accessories,East,August,2018
2018-08-31,West Bengal,Kolkata,29.0,-3.0,3,Clothing,Saree,East,August,2018
2018-08-31,West Bengal,Kolkata,48.0,-22.0,2,Clothing,Saree,East,August,2018
2018-01-09,Karnataka,Bangalore,1582.0,-443.0,6,Clothing,Trousers,South,January,2018
2018-02-09,Maharashtra,Mumbai,355.0,-4.0,2,Clothing,Saree,West,February,2018
2018-02-09,Madhya Pradesh,Indore,375.0,180.0,3,Furniture,Bookcases,Central,February,2018
2018-02-09,Madhya Pradesh,Indore,299.0,113.0,2,Furniture,Bookcases,Central,February,2018
2018-02-09,Madhya Pradesh,Indore,287.0,-280.0,12,Furniture,Chairs,Central,February,2018
2018-02-09,Madhya Pradesh,Indore,110.0,35.0,1,Furniture,Furnishings,Central,February,2018
2018-02-09,Uttar Pradesh,Lucknow,148.0,59.0,3,Clothing,Hankerchief,North,February,2018
2018-02-09,Bihar,Patna,1183.0,106.0,4,Electronics,Printers,East,February,2018
2018-06-09,Kerala,Thiruvananthapuram,248.0,-70.0,3,Furniture,Chairs,South,June,2018
2018-06-09,Kerala,Thiruvananthapuram,85.0,-9.0,4,Clothing,Saree,South,June,2018
2018-06-09,Kerala,Thiruvananthapuram,24.0,-14.0,2,Clothing,Saree,South,June,2018
2018-06-09,Kerala,Thiruvananthapuram,209.0,-21.0,2,Electronics,Electronic Games,South,June,2018
2018-06-09,Kerala,Thiruvananthapuram,224.0,-143.0,3,Furniture,Chairs,South,June,2018
2018-07-09,Punjab,Chandigarh,38.0,-6.0,2,Furniture,Furnishings,North,July,2018
2018-08-09,Haryana,Chandigarh,50.0,-17.0,2,Clothing,Stole,North,August,2018
2018-09-09,Maharashtra,Mumbai,47.0,-20.0,2,Clothing,Kurti,West,September,2018
2018-10-09,Madhya Pradesh,Indore,61.0,-25.0,4,Electronics,Accessories,Central,october,2018
2018-10-09,Madhya Pradesh,Indore,69.0,-67.0,4,Clothing,Kurti,Central,october,2018
2018-10-09,Madhya Pradesh,Indore,59.0,-46.0,7,Clothing,T-shirt,Central,october,2018
2018-10-09,Madhya Pradesh,Indore,117.0,17.0,6,Clothing,Kurti,Central,october,2018
2018-10-09,Madhya Pradesh,Indore,1076.0,-38.0,4,Electronics,Printers,Central,october,2018
2018-11-09,Maharashtra,Mumbai,1506.0,-266.0,6,Electronics,Printers,West,November,2018
2018-11-09,Maharashtra,Mumbai,109.0,-6.0,6,Clothing,Saree,West,November,2018
2018-11-09,Maharashtra,Mumbai,933.0,166.0,5,Clothing,Saree,West,November,2018
2018-11-09,Maharashtra,Mumbai,724.0,-447.0,4,Electronics,Electronic Games,West,November,2018
2018-12-09,Madhya Pradesh,Indore,1361.0,-980.0,3,Furniture,Tables,Central,December,2018
2018-09-13,Andhra Pradesh,Hyderabad,137.0,-41.0,3,Electronics,Phones,South,September,2018
2018-09-14,Gujarat,Ahmedabad,60.0,-49.0,8,Clothing,Hankerchief,West,September,2018
2018-09-14,Gujarat,Ahmedabad,30.0,-25.0,2,Clothing,T-shirt,West,September,2018
2018-09-14,Gujarat,Ahmedabad,767.0,-353.0,5,Clothing,Trousers,West,September,2018
2018-09-14,Gujarat,Ahmedabad,45.0,-28.0,2,Clothing,Stole,West,September,2018
2018-09-14,Gujarat,Ahmedabad,25.0,-1.0,4,Clothing,Kurti,West,September,2018
2018-09-14,Gujarat,Ahmedabad,584.0,-444.0,7,Electronics,Printers,West,September,2018
2018-09-15,Maharashtra,Mumbai,335.0,-22.0,7,Furniture,Chairs,West,September,2018
2018-09-15,Madhya Pradesh,Indore,25.0,-11.0,1,Clothing,Stole,Central,September,2018
2018-09-15,Madhya Pradesh,Indore,30.0,-6.0,2,Clothing,Hankerchief,Central,September,2018
2018-09-15,Madhya Pradesh,Indore,33.0,-10.0,6,Clothing,Leggings,Central,September,2018
2018-09-15,Madhya Pradesh,Indore,21.0,-17.0,3,Clothing,Shirt,Central,September,2018
2018-09-15,Madhya Pradesh,Indore,26.0,2.0,2,Clothing,Hankerchief,Central,September,2018
2018-09-15,Rajasthan,Jaipur,15.0,4.0,1,Clothing,Hankerchief,West,September,2018
2018-09-15,West Bengal,Kolkata,595.0,292.0,3,Clothing,Saree,East,September,2018
2018-09-15,West Bengal,Kolkata,45.0,0.0,2,Clothing,T-shirt,East,September,2018
2018-09-15,West Bengal,Kolkata,192.0,-146.0,3,Clothing,Saree,East,September,2018
2018-09-15,West Bengal,Kolkata,26.0,-25.0,3,Clothing,Saree,East,September,2018
2018-09-19,Karnataka,Bangalore,1854.0,433.0,5,Furniture,Bookcases,South,September,2018
2018-09-19,Karnataka,Bangalore,623.0,-192.0,3,Furniture,Tables,South,September,2018
2018-09-19,Karnataka,Bangalore,44.0,-34.0,3,Clothing,Stole,South,September,2018
2018-09-19,Karnataka,Bangalore,17.0,-11.0,3,Clothing,Skirt,South,September,2018
2018-09-20,Jammu and Kashmir,Kashmir,556.0,-209.0,7,Clothing,Saree,North,September,2018
2018-09-20,Jammu and Kashmir,Kashmir,40.0,-12.0,3,Clothing,Shirt,North,September,2018
2018-09-20,Jammu and Kashmir,Kashmir,229.0,-41.0,8,Electronics,Accessories,North,September,2018
2018-09-20,Jammu and Kashmir,Kashmir,140.0,-58.0,4,Furniture,Furnishings,North,September,2018
2018-09-21,Tamil Nadu,Chennai,12.0,3.0,1,Clothing,Stole,South,September,2018
2018-09-22,Uttar Pradesh,Lucknow,30.0,0.0,1,Clothing,Kurti,North,September,2018
2018-09-22,Uttar Pradesh,Lucknow,313.0,-13.0,5,Furniture,Bookcases,North,September,2018
2018-09-22,Uttar Pradesh,Lucknow,67.0,-86.0,9,Furniture,Furnishings,North,September,2018
2018-09-23,Bihar,Patna,42.0,-3.0,1,Electronics,Electronic Games,East,September,2018
2018-09-24,Kerala,Thiruvananthapuram,253.0,-63.0,2,Clothing,Saree,South,September,2018
2018-09-24,Kerala,Thiruvananthapuram,565.0,66.0,7,Clothing,Saree,South,September,2018
2018-09-24,Kerala,Thiruvananthapuram,175.0,77.0,3,Clothing,Saree,South,September,2018
2018-09-24,Maharashtra,Mumbai,74.0,-25.0,3,Clothing,Stole,West,September,2018
2018-09-24,Madhya Pradesh,Indore,40.0,-33.0,5,Clothing,Hankerchief,Central,September,2018
2018-09-24,Madhya Pradesh,Indore,63.0,-24.0,6,Clothing,Kurti,Central,September,2018
2018-09-24,Madhya Pradesh,Indore,60.0,-12.0,4,Clothing,Hankerchief,Central,September,2018
2018-09-24,Madhya Pradesh,Indore,257.0,-252.0,4,Clothing,Saree,Central,September,2018
2018-09-24,Madhya Pradesh,Indore,24.0,-1.0,4,Clothing,Skirt,Central,September,2018
2018-09-24,Madhya Pradesh,Indore,18.0,1.0,3,Clothing,Hankerchief,Central,September,2018
2018-09-24,Madhya Pradesh,Indore,1402.0,109.0,11,Clothing,Saree,Central,September,2018
2018-09-24,Himachal Pradesh,Simla,176.0,37.0,6,Electronics,Accessories,North,September,2018
2018-09-24,Sikkim,Gangtok,276.0,-21.0,2,Electronics,Phones,East,September,2018
2018-09-24,Maharashtra,Mumbai,37.0,-6.0,1,Clothing,Saree,West,September,2018
2018-09-24,Maharashtra,Mumbai,28.0,1.0,1,Electronics,Accessories,West,September,2018
2018-09-24,Maharashtra,Mumbai,239.0,-162.0,5,Furniture,Chairs,West,September,2018
